Elapsed time,EKG
00:01:396:712,444
00:01:397:712,457
00:01:398:716,467
00:01:399:720,491
00:01:400:724,519
00:01:401:728,539
00:01:402:728,554
00:01:403:732,569
00:01:404:736,579
00:01:405:740,585
00:01:406:740,591
00:01:407:744,585
00:01:408:748,589
00:01:409:752,587
00:01:410:752,587
00:01:411:756,585
00:01:412:760,583
00:01:413:764,582
00:01:414:768,577
00:01:415:768,575
00:01:416:768,575
00:01:417:768,578
00:01:418:772,575
00:01:419:776,582
00:01:420:776,577
00:01:421:776,581
00:01:422:776,582
00:01:423:780,582
00:01:424:784,578
00:01:425:788,573
00:01:426:792,572
00:01:427:796,575
00:01:428:796,583
00:01:429:796,574
00:01:430:800,568
00:01:431:800,568
00:01:432:804,554
00:01:433:808,543
00:01:434:808,536
00:01:435:812,536
00:01:436:812,532
00:01:437:816,531
00:01:438:820,534
00:01:439:820,538
00:01:440:824,539
00:01:441:824,540
00:01:442:828,543
00:01:443:832,549
00:01:444:832,554
00:01:445:836,559
00:01:446:840,562
00:01:447:844,562
00:01:448:844,559
00:01:449:848,553
00:01:450:852,553
00:01:451:852,553
00:01:452:856,543
00:01:453:860,538
00:01:454:860,529
00:01:455:864,521
00:01:456:864,518
00:01:457:868,518
00:01:458:868,519
00:01:459:872,523
00:01:460:872,527
00:01:461:876,535
00:01:462:876,551
00:01:463:880,556
00:01:464:884,560
00:01:465:888,559
00:01:466:888,558
00:01:467:888,561
00:01:468:892,566
00:01:469:900,559
00:01:470:904,549
00:01:471:908,538
00:01:472:908,527
00:01:473:912,514
00:01:474:912,499
00:01:475:916,487
00:01:476:916,481
00:01:477:920,483
00:01:478:924,479
00:01:479:924,487
00:01:480:928,499
00:01:481:928,513
00:01:482:932,523
00:01:483:936,526
00:01:484:940,531
00:01:485:940,529
00:01:486:944,526
00:01:487:948,523
00:01:488:952,515
00:01:489:952,508
00:01:490:956,498
00:01:491:956,492
00:01:492:960,481
00:01:493:964,472
00:01:494:968,463
00:01:495:972,457
00:01:496:976,459
00:01:497:980,467
00:01:498:980,475
00:01:499:984,489
00:01:500:988,497
00:01:501:992,508
00:01:502:992,521
00:01:503:996,527
00:01:505:000,524
00:01:506:004,523
00:01:507:004,521
00:01:508:008,515
00:01:509:012,509
00:01:510:016,504
00:01:511:020,494
00:01:512:020,482
00:01:513:024,472
00:01:514:028,461
00:01:515:028,451
00:01:516:032,448
00:01:517:036,449
00:01:518:040,455
00:01:519:040,468
00:01:520:040,474
00:01:521:040,479
00:01:522:040,485
00:01:523:040,483
00:01:524:040,487
00:01:525:040,483
00:01:526:040,487
00:01:527:044,487
00:01:528:044,487
00:01:529:044,486
00:01:530:048,478
00:01:531:052,465
00:01:532:052,449
00:01:533:052,442
00:01:534:052,439
00:01:535:056,435
00:01:536:056,440
00:01:537:056,448
00:01:538:056,457
00:01:539:056,472
00:01:540:060,487
00:01:541:060,498
00:01:542:064,501
00:01:543:068,498
00:01:544:068,497
00:01:545:068,492
00:01:546:068,487
00:01:547:072,482
00:01:548:072,475
00:01:549:072,464
00:01:550:076,454
00:01:551:076,447
00:01:552:076,444
00:01:553:076,438
00:01:554:080,434
00:01:555:080,428
00:01:556:080,423
00:01:557:080,423
00:01:558:084,428
00:01:559:084,432
00:01:560:084,435
00:01:561:084,438
00:01:562:084,440
00:01:563:092,437
00:01:564:092,431
00:01:565:092,428
00:01:566:092,430
00:01:567:092,432
00:01:568:092,437
00:01:569:092,435
00:01:570:092,434
00:01:571:092,437
00:01:572:092,442
00:01:573:092,444
00:01:574:096,448
00:01:575:096,451
00:01:576:096,448
00:01:577:096,444
00:01:578:096,443
00:01:579:096,444
00:01:580:100,440
00:01:581:100,440
00:01:582:100,448
00:01:583:104,450
00:01:584:104,449
00:01:585:104,447
00:01:586:104,445
00:01:587:108,443
00:01:588:108,433
00:01:589:108,430
00:01:590:108,426
00:01:591:108,423
00:01:592:112,415
00:01:593:112,409
00:01:594:112,404
00:01:595:116,402
00:01:596:116,401
00:01:597:116,401
00:01:598:120,405
00:01:599:120,409
00:01:600:120,415
00:01:601:120,423
00:01:602:120,423
00:01:603:120,434
00:01:604:120,435
00:01:605:120,438
00:01:606:124,439
00:01:607:124,437
00:01:608:124,434
00:01:609:124,431
00:01:610:124,419
00:01:611:124,410
00:01:612:124,406
00:01:613:124,401
00:01:614:124,399
00:01:615:124,397
00:01:616:124,391
00:01:617:124,387
00:01:618:124,385
00:01:619:124,387
00:01:620:124,390
00:01:621:124,398
00:01:622:124,402
00:01:623:128,408
00:01:624:132,415
00:01:625:136,413
00:01:626:136,409
00:01:627:140,405
00:01:628:140,407
00:01:629:140,408
00:01:630:140,406
00:01:631:144,396
00:01:632:144,387
00:01:633:144,379
00:01:634:144,365
00:01:635:148,358
00:01:636:148,353
00:01:637:148,349
00:01:638:148,348
00:01:639:148,348
00:01:640:148,353
00:01:641:148,365
00:01:642:148,385
00:01:643:148,393
00:01:644:148,395
00:01:645:148,398
00:01:646:148,404
00:01:647:148,398
00:01:648:148,396
00:01:649:152,398
00:01:650:152,396
00:01:651:152,389
00:01:652:152,380
00:01:653:152,373
00:01:654:156,369
00:01:655:156,363
00:01:656:156,361
00:01:657:156,359
00:01:658:156,359
00:01:659:156,366
00:01:660:156,373
00:01:661:156,381
00:01:662:156,384
00:01:663:156,384
00:01:664:156,380
00:01:665:156,379
00:01:666:156,382
00:01:667:156,381
00:01:668:160,374
00:01:669:160,372
00:01:670:160,371
00:01:671:160,369
00:01:672:160,366
00:01:673:160,359
00:01:674:160,348
00:01:675:160,339
00:01:676:160,337
00:01:677:160,339
00:01:678:160,335
00:01:679:160,337
00:01:680:160,340
00:01:681:160,349
00:01:682:164,353
00:01:683:164,359
00:01:684:164,366
00:01:685:164,370
00:01:686:164,368
00:01:687:164,369
00:01:688:164,366
00:01:689:168,366
00:01:690:168,364
00:01:691:168,357
00:01:692:168,352
00:01:693:168,348
00:01:694:172,345
00:01:695:172,343
00:01:696:172,344
00:01:697:176,345
00:01:698:176,345
00:01:699:176,349
00:01:700:176,348
00:01:701:176,341
00:01:702:176,342
00:01:703:180,346
00:01:704:180,353
00:01:705:180,355
00:01:706:180,355
00:01:707:184,355
00:01:708:184,354
00:01:709:184,352
00:01:710:184,347
00:01:711:184,342
00:01:712:188,336
00:01:713:188,331
00:01:714:188,323
00:01:715:188,318
00:01:716:188,318
00:01:717:188,319
00:01:718:192,321
00:01:719:192,326
00:01:720:196,330
00:01:721:196,337
00:01:722:196,347
00:01:723:200,359
00:01:724:200,364
00:01:725:200,371
00:01:726:200,378
00:01:727:200,381
00:01:728:204,384
00:01:729:204,385
00:01:730:204,384
00:01:731:208,381
00:01:732:208,384
00:01:733:208,389
00:01:734:208,391
00:01:735:208,399
00:01:736:212,403
00:01:737:212,408
00:01:738:212,406
00:01:739:220,411
00:01:740:220,421
00:01:741:220,435
00:01:742:220,449
00:01:743:224,463
00:01:744:224,476
00:01:745:224,483
00:01:746:224,492
00:01:747:224,500
00:01:748:224,505
00:01:749:228,509
00:01:750:228,516
00:01:751:232,515
00:01:752:232,514
00:01:753:236,511
00:01:754:236,509
00:01:755:236,504
00:01:756:236,503
00:01:757:236,499
00:01:758:236,496
00:01:759:236,493
00:01:760:236,492
00:01:761:236,489
00:01:762:236,489
00:01:763:236,492
00:01:764:236,494
00:01:765:236,491
00:01:766:236,483
00:01:767:240,472
00:01:768:240,472
00:01:769:240,461
00:01:770:240,454
00:01:771:240,443
00:01:772:240,428
00:01:773:244,408
00:01:774:244,391
00:01:775:244,374
00:01:776:244,361
00:01:777:244,350
00:01:778:244,339
00:01:779:244,334
00:01:780:244,333
00:01:781:248,333
00:01:782:248,331
00:01:783:248,327
00:01:784:248,324
00:01:785:252,323
00:01:786:256,325
00:01:787:256,325
00:01:788:256,324
00:01:789:256,321
00:01:790:256,317
00:01:791:260,310
00:01:792:260,305
00:01:793:260,300
00:01:794:260,294
00:01:795:260,288
00:01:796:260,286
00:01:797:260,284
00:01:798:260,283
00:01:799:260,284
00:01:800:260,289
00:01:801:260,295
00:01:802:260,305
00:01:803:260,318
00:01:804:264,332
00:01:805:264,339
00:01:806:264,340
00:01:807:264,335
00:01:808:264,338
00:01:809:264,341
00:01:810:264,344
00:01:811:264,349
00:01:812:264,344
00:01:813:264,335
00:01:814:264,324
00:01:815:264,310
00:01:816:268,300
00:01:817:272,280
00:01:818:272,273
00:01:819:272,270
00:01:820:272,269
00:01:821:272,273
00:01:822:272,278
00:01:823:276,285
00:01:824:276,291
00:01:825:276,294
00:01:826:276,297
00:01:827:276,295
00:01:828:280,295
00:01:829:280,285
00:01:830:284,276
00:01:831:284,268
00:01:832:284,262
00:01:833:284,259
00:01:834:288,259
00:01:835:288,260
00:01:836:292,257
00:01:837:296,257
00:01:838:296,259
00:01:839:296,263
00:01:840:296,270
00:01:841:296,278
00:01:842:296,284
00:01:843:300,292
00:01:844:300,298
00:01:845:300,307
00:01:846:300,305
00:01:847:300,310
00:01:848:304,306
00:01:849:308,304
00:01:850:308,301
00:01:851:308,295
00:01:852:308,291
00:01:853:308,284
00:01:854:308,279
00:01:855:308,275
00:01:856:308,271
00:01:857:312,271
00:01:858:312,271
00:01:859:312,275
00:01:860:312,279
00:01:861:312,286
00:01:862:312,291
00:01:863:312,297
00:01:864:312,303
00:01:865:312,304
00:01:866:312,304
00:01:867:312,306
00:01:868:312,310
00:01:869:312,312
00:01:870:312,307
00:01:871:312,298
00:01:872:316,291
00:01:873:316,294
00:01:874:316,295
00:01:875:316,297
00:01:876:316,300
00:01:877:316,301
00:01:878:316,297
00:01:879:320,292
00:01:880:320,293
00:01:881:320,286
00:01:882:320,283
00:01:883:320,284
00:01:884:320,286
00:01:885:324,287
00:01:886:324,286
00:01:887:324,283
00:01:888:324,278
00:01:889:324,273
00:01:890:324,267
00:01:891:324,261
00:01:892:324,261
00:01:893:324,259
00:01:894:324,257
00:01:895:328,255
00:01:896:328,258
00:01:897:328,260
00:01:898:328,263
00:01:899:328,268
00:01:900:332,271
00:01:901:332,275
00:01:902:332,278
00:01:903:336,285
00:01:904:336,287
00:01:905:336,290
00:01:906:336,294
00:01:907:340,295
00:01:908:340,294
00:01:909:340,291
00:01:910:344,287
00:01:911:344,283
00:01:912:348,277
00:01:913:352,273
00:01:914:352,270
00:01:915:352,265
00:01:916:356,263
00:01:917:356,263
00:01:918:360,268
00:01:919:360,269
00:01:920:360,272
00:01:921:360,280
00:01:922:360,294
00:01:923:360,311
00:01:924:364,327
00:01:925:364,339
00:01:926:364,339
00:01:927:364,333
00:01:928:368,329
00:01:929:368,323
00:01:930:368,316
00:01:931:372,305
00:01:932:376,297
00:01:933:376,294
00:01:934:376,290
00:01:935:376,283
00:01:936:380,275
00:01:937:380,271
00:01:938:380,265
00:01:939:380,268
00:01:940:384,274
00:01:941:384,281
00:01:942:388,288
00:01:943:388,298
00:01:944:388,306
00:01:945:388,308
00:01:946:388,307
00:01:947:388,305
00:01:948:392,300
00:01:949:392,294
00:01:950:392,289
00:01:951:392,286
00:01:952:392,279
00:01:953:392,274
00:01:954:392,268
00:01:955:392,268
00:01:956:392,275
00:01:957:392,282
00:01:958:396,294
00:01:959:396,297
00:01:960:404,302
00:01:961:404,309
00:01:962:408,312
00:01:963:408,317
00:01:964:412,317
00:01:965:412,317
00:01:966:412,319
00:01:967:412,316
00:01:968:416,316
00:01:969:416,317
00:01:970:420,322
00:01:971:420,319
00:01:972:420,318
00:01:973:420,316
00:01:974:424,308
00:01:975:424,304
00:01:976:424,304
00:01:977:424,309
00:01:978:428,317
00:01:979:428,323
00:01:980:428,324
00:01:981:428,327
00:01:982:428,332
00:01:983:432,331
00:01:984:432,330
00:01:985:432,334
00:01:986:436,327
00:01:987:436,324
00:01:988:436,321
00:01:989:440,319
00:01:990:440,319
00:01:991:440,316
00:01:992:440,310
00:01:993:440,304
00:01:994:444,303
00:01:995:444,300
00:01:996:448,300
00:01:997:448,301
00:01:998:448,297
00:01:999:452,299
00:02:000:452,305
00:02:001:456,311
00:02:002:456,316
00:02:003:456,323
00:02:004:460,326
00:02:005:460,329
00:02:006:464,326
00:02:007:464,323
00:02:008:464,324
00:02:009:464,327
00:02:010:464,318
00:02:011:464,309
00:02:012:464,301
00:02:013:464,292
00:02:014:468,287
00:02:015:468,281
00:02:016:468,281
00:02:017:468,283
00:02:018:468,289
00:02:019:472,295
00:02:020:472,295
00:02:021:472,301
00:02:022:472,307
00:02:023:476,313
00:02:024:476,319
00:02:025:476,327
00:02:026:476,336
00:02:027:480,341
00:02:028:480,334
00:02:029:480,319
00:02:030:484,309
00:02:031:484,302
00:02:032:488,291
00:02:033:488,279
00:02:034:492,266
00:02:035:492,255
00:02:036:492,249
00:02:037:496,244
00:02:038:496,248
00:02:039:500,251
00:02:040:500,252
00:02:041:500,257
00:02:042:500,266
00:02:043:500,272
00:02:044:500,278
00:02:045:500,287
00:02:046:500,293
00:02:047:504,293
00:02:048:504,293
00:02:049:504,288
00:02:050:512,286
00:02:051:512,276
00:02:052:512,268
00:02:053:512,258
00:02:054:516,251
00:02:055:516,243
00:02:056:516,240
00:02:057:516,237
00:02:058:520,233
00:02:059:520,231
00:02:060:520,239
00:02:061:520,247
00:02:062:520,254
00:02:063:524,262
00:02:064:524,270
00:02:065:524,279
00:02:066:524,284
00:02:067:528,276
00:02:068:528,273
00:02:069:528,272
00:02:070:528,270
00:02:071:532,269
00:02:072:532,260
00:02:073:532,254
00:02:074:536,247
00:02:075:536,246
00:02:076:536,239
00:02:077:540,236
00:02:078:540,240
