Elapsed time,EMG
00:03:885:700,574
00:03:886:704,557
00:03:887:704,563
00:03:888:708,545
00:03:889:712,545
00:03:890:716,563
00:03:891:720,555
00:03:892:720,575
00:03:893:720,590
00:03:894:720,577
00:03:895:724,611
00:03:896:728,619
00:03:897:732,603
00:03:898:736,551
00:03:899:740,544
00:03:900:740,540
00:03:901:744,567
00:03:902:748,540
00:03:903:752,538
00:03:904:756,549
00:03:905:760,550
00:03:906:760,573
00:03:907:764,556
00:03:908:764,557
00:03:909:764,564
00:03:910:768,563
00:03:911:772,542
00:03:912:776,558
00:03:913:780,548
00:03:914:784,567
00:03:915:788,583
00:03:916:792,589
00:03:917:796,595
00:03:918:800,571
00:03:919:800,573
00:03:920:804,564
00:03:921:808,555
00:03:922:812,537
00:03:923:816,547
00:03:924:820,541
00:03:925:824,541
00:03:926:828,543
00:03:927:832,562
00:03:928:836,606
00:03:929:840,571
00:03:930:844,614
00:03:931:848,563
00:03:932:852,562
00:03:933:852,553
00:03:934:856,542
00:03:935:860,543
00:03:936:864,577
00:03:937:868,582
00:03:938:872,563
00:03:939:876,617
00:03:940:880,587
00:03:941:884,569
00:03:942:888,544
00:03:943:892,553
00:03:944:896,532
00:03:945:900,543
00:03:946:904,545
00:03:947:908,547
00:03:948:912,551
00:03:949:916,559
00:03:950:920,591
00:03:951:920,580
00:03:952:924,588
00:03:953:928,547
00:03:954:932,553
00:03:955:936,547
00:03:956:940,543
00:03:957:940,559
00:03:958:940,575
00:03:959:940,560
00:03:960:944,567
00:03:961:948,596
00:03:962:952,568
00:03:963:956,570
00:03:964:960,551
00:03:965:960,540
00:03:966:964,537
00:03:967:968,540
00:03:968:968,540
00:03:969:968,554
00:03:970:972,545
00:03:971:976,585
00:03:972:980,601
00:03:973:984,565
00:03:974:988,582
00:03:975:988,551
00:03:976:992,549
00:03:977:992,578
00:03:978:996,546
00:03:980:000,553
00:03:981:000,548
00:03:982:000,559
00:03:983:000,582
00:03:984:004,587
00:03:985:008,560
00:03:986:012,551
00:03:987:016,543
00:03:988:020,547
00:03:989:024,555
00:03:990:028,540
00:03:991:028,556
00:03:992:028,579
00:03:993:032,568
00:03:994:032,624
00:03:995:032,606
00:03:996:036,559
00:03:997:040,562
00:03:998:044,568
00:03:999:048,541
00:04:000:052,564
00:04:001:056,547
00:04:002:060,543
00:04:003:064,549
00:04:004:068,543
00:04:005:072,564
00:04:006:076,557
00:04:007:080,550
00:04:008:084,563
00:04:009:088,559
00:04:010:092,545
00:04:011:096,556
00:04:012:100,543
00:04:013:104,564
00:04:014:108,571
00:04:015:112,569
00:04:016:116,619
00:04:017:120,579
00:04:018:124,590
00:04:019:128,567
00:04:020:132,550
00:04:021:136,543
00:04:022:140,540
00:04:023:144,541
00:04:024:148,542
00:04:025:152,547
00:04:026:156,551
00:04:027:160,610
00:04:028:160,547
00:04:029:164,583
00:04:030:168,559
00:04:031:172,562
00:04:032:176,547
00:04:033:180,547
00:04:034:184,557
00:04:035:188,575
00:04:036:192,566
00:04:037:196,555
00:04:038:196,575
00:04:039:200,587
00:04:040:204,593
00:04:041:208,550
00:04:042:212,555
00:04:043:216,542
00:04:044:220,543
00:04:045:224,537
00:04:046:228,543
00:04:047:228,547
00:04:048:228,560
00:04:049:228,588
00:04:050:232,583
00:04:051:232,579
00:04:052:236,547
00:04:053:240,557
00:04:054:240,558
00:04:055:244,544
00:04:056:248,560
00:04:057:252,583
00:04:058:252,566
00:04:059:252,571
00:04:060:252,582
00:04:061:256,558
00:04:062:260,575
00:04:063:264,543
00:04:064:268,546
00:04:065:272,545
00:04:066:272,546
00:04:067:276,542
00:04:068:280,542
00:04:069:280,563
00:04:070:284,563
00:04:071:288,623
00:04:072:288,601
00:04:073:292,579
00:04:074:296,559
00:04:075:296,553
00:04:076:300,573
00:04:077:304,545
00:04:078:308,572
00:04:079:308,585
00:04:080:308,559
00:04:081:312,588
00:04:082:312,579
00:04:083:312,575
00:04:084:312,574
00:04:085:316,551
00:04:086:320,555
00:04:087:324,556
00:04:088:328,541
00:04:089:332,545
00:04:090:336,549
00:04:091:340,553
00:04:092:344,624
00:04:093:348,615
00:04:094:348,575
00:04:095:352,579
00:04:096:356,568
00:04:097:360,545
00:04:098:360,565
00:04:099:364,546
00:04:100:368,559
00:04:101:368,551
00:04:102:372,545
00:04:103:376,571
00:04:104:380,571
00:04:105:384,572
00:04:106:384,542
00:04:107:388,542
00:04:108:388,554
00:04:109:392,556
00:04:110:396,541
00:04:111:400,556
00:04:112:400,577
00:04:113:404,560
00:04:114:408,599
00:04:115:412,591
00:04:116:416,560
00:04:117:416,561
00:04:118:420,583
00:04:119:424,543
00:04:120:424,543
00:04:121:424,543
00:04:122:428,551
00:04:123:428,550
00:04:124:432,544
00:04:125:432,563
00:04:126:432,543
00:04:127:436,583
00:04:128:440,555
00:04:129:440,580
00:04:130:440,539
00:04:131:444,537
00:04:132:448,549
00:04:133:448,571
00:04:134:452,584
00:04:135:452,583
00:04:136:456,617
00:04:137:456,591
00:04:138:460,615
00:04:139:460,560
00:04:140:464,563
00:04:141:464,541
00:04:142:468,555
00:04:143:468,542
00:04:144:472,553
00:04:145:476,540
00:04:146:476,547
00:04:147:480,568
00:04:148:480,550
00:04:149:484,575
00:04:150:484,550
00:04:151:488,550
00:04:152:492,545
00:04:153:492,542
00:04:154:492,545
00:04:155:492,569
00:04:156:496,561
00:04:157:496,583
00:04:158:500,618
00:04:159:504,588
00:04:160:504,581
00:04:161:508,547
00:04:162:512,548
00:04:163:512,538
00:04:164:512,540
00:04:165:512,541
00:04:166:516,546
00:04:167:520,558
00:04:168:520,554
00:04:169:520,605
00:04:170:520,599
00:04:171:524,569
00:04:172:528,547
00:04:173:528,547
00:04:174:532,579
00:04:175:536,543
00:04:176:536,561
00:04:177:540,556
00:04:178:544,568
00:04:179:548,571
00:04:180:548,605
00:04:181:548,559
00:04:182:552,562
00:04:183:552,535
00:04:184:556,545
00:04:185:560,549
00:04:186:564,551
00:04:187:564,542
00:04:188:568,547
00:04:189:572,562
00:04:190:572,595
00:04:191:576,611
00:04:192:580,595
00:04:193:580,590
00:04:194:584,553
00:04:195:588,545
00:04:196:592,583
00:04:197:596,547
00:04:198:596,568
00:04:199:600,581
00:04:200:604,551
00:04:201:604,608
00:04:202:608,601
00:04:203:612,558
00:04:204:616,550
00:04:205:620,543
00:04:206:620,549
00:04:207:624,551
00:04:208:628,542
00:04:209:632,568
00:04:210:632,555
00:04:211:636,575
00:04:212:640,598
00:04:213:644,600
00:04:214:644,578
00:04:215:644,556
00:04:216:648,551
00:04:217:648,542
00:04:218:652,561
00:04:219:656,543
00:04:220:660,574
00:04:221:664,551
00:04:222:664,545
00:04:223:664,571
00:04:224:664,553
00:04:225:668,551
00:04:226:672,543
00:04:227:676,551
00:04:228:680,535
00:04:229:684,543
00:04:230:688,537
00:04:231:688,568
00:04:232:692,577
00:04:233:696,588
00:04:234:700,622
00:04:235:704,589
00:04:236:708,611
00:04:237:708,575
00:04:238:712,578
00:04:239:716,545
00:04:240:720,539
00:04:241:724,541
00:04:242:728,547
00:04:243:728,548
00:04:244:728,547
00:04:245:732,583
00:04:246:732,564
00:04:247:736,582
00:04:248:740,555
00:04:249:744,550
00:04:250:744,548
00:04:251:748,549
00:04:252:752,545
00:04:253:756,575
00:04:254:760,575
00:04:255:764,582
00:04:256:768,618
00:04:257:768,587
00:04:258:768,591
00:04:259:768,560
00:04:260:768,562
00:04:261:772,550
00:04:262:772,537
00:04:263:776,542
00:04:264:780,545
00:04:265:780,547
00:04:266:780,543
00:04:267:784,587
00:04:268:784,563
00:04:269:784,579
00:04:270:784,548
00:04:271:784,553
00:04:272:788,545
00:04:273:792,553
00:04:274:796,553
00:04:275:800,588
00:04:276:804,556
00:04:277:808,591
00:04:278:812,623
00:04:279:816,571
00:04:280:816,557
00:04:281:820,547
00:04:282:824,547
00:04:283:828,545
00:04:284:832,542
00:04:285:836,540
00:04:286:840,537
00:04:287:840,547
00:04:288:840,567
00:04:289:844,605
00:04:290:844,558
00:04:291:848,563
00:04:292:852,558
00:04:293:852,548
00:04:294:856,591
00:04:295:856,548
00:04:296:860,562
00:04:297:860,577
00:04:298:864,559
00:04:299:864,602
00:04:300:864,604
00:04:301:864,580
00:04:302:868,566
00:04:303:872,536
00:04:304:872,551
00:04:305:876,563
00:04:306:880,542
00:04:307:884,535
00:04:308:888,544
00:04:309:888,553
00:04:310:892,587
00:04:311:896,611
00:04:312:900,602
00:04:313:900,556
00:04:314:904,566
00:04:315:908,548
00:04:316:912,570
00:04:317:912,556
00:04:318:916,550
00:04:319:916,572
00:04:320:920,560
00:04:321:920,571
00:04:322:924,564
00:04:323:928,567
00:04:324:932,540
00:04:325:936,534
00:04:326:936,541
00:04:327:936,542
00:04:328:936,542
00:04:329:940,557
00:04:330:944,565
00:04:331:948,551
00:04:332:952,615
00:04:333:956,597
00:04:334:956,606
00:04:335:960,560
00:04:336:964,570
00:04:337:968,548
00:04:338:972,551
00:04:339:976,541
00:04:340:980,556
00:04:341:984,559
00:04:342:984,551
00:04:343:988,620
00:04:344:992,553
00:04:345:996,564
00:04:347:000,551
00:04:348:004,547
00:04:349:008,539
00:04:350:012,542
00:04:351:016,540
00:04:352:020,566
00:04:353:024,572
00:04:354:024,572
00:04:355:024,586
00:04:356:028,575
00:04:357:028,596
00:04:358:028,579
00:04:359:032,563
00:04:360:036,536
00:04:361:036,543
00:04:362:036,536
00:04:363:040,558
00:04:364:044,543
00:04:365:048,568
00:04:366:052,578
00:04:367:056,573
00:04:368:068,550
00:04:369:072,547
00:04:370:072,551
00:04:371:072,556
00:04:372:072,543
00:04:373:076,553
00:04:374:080,566
00:04:375:084,582
00:04:376:084,597
00:04:377:084,583
00:04:378:088,600
00:04:379:088,565
00:04:380:088,547
00:04:381:088,547
00:04:382:092,537
00:04:383:096,536
00:04:384:096,536
00:04:385:100,544
00:04:386:104,540
00:04:387:108,563
00:04:388:112,580
00:04:389:116,579
00:04:390:116,593
00:04:391:120,542
00:04:392:120,543
00:04:393:124,568
00:04:394:128,546
00:04:395:132,574
00:04:396:136,570
00:04:397:136,556
00:04:398:140,595
00:04:399:144,595
00:04:400:148,575
00:04:401:152,551
00:04:402:156,548
00:04:403:160,546
00:04:404:164,573
00:04:405:168,539
00:04:406:172,533
00:04:407:176,551
00:04:408:180,541
00:04:409:180,611
00:04:410:180,595
00:04:411:180,588
00:04:412:184,569
00:04:413:188,563
00:04:414:192,542
00:04:415:196,555
00:04:416:200,551
00:04:417:204,559
00:04:418:208,556
00:04:419:208,572
00:04:420:212,611
00:04:421:216,582
00:04:422:220,585
00:04:423:224,549
00:04:424:228,546
00:04:425:228,543
00:04:426:228,542
00:04:427:228,536
00:04:428:228,540
00:04:429:232,567
00:04:430:236,559
00:04:431:240,622
00:04:432:240,601
00:04:433:244,591
00:04:434:248,563
00:04:435:248,575
00:04:436:252,552
00:04:437:256,548
00:04:438:260,540
00:04:439:260,551
00:04:440:260,553
00:04:441:264,553
00:04:442:268,587
00:04:443:272,555
00:04:444:272,569
00:04:445:276,560
00:04:446:280,539
00:04:447:284,536
00:04:448:288,545
00:04:449:288,540
00:04:450:292,558
00:04:451:296,549
00:04:452:300,565
00:04:453:304,621
00:04:454:308,583
00:04:455:312,615
00:04:456:312,553
00:04:457:316,557
00:04:458:320,574
00:04:459:324,546
00:04:460:328,550
00:04:461:332,556
00:04:462:332,549
00:04:463:336,548
00:04:464:340,595
00:04:465:352,579
00:04:466:356,579
00:04:467:360,543
00:04:468:360,561
00:04:469:364,537
00:04:470:368,542
00:04:471:368,551
00:04:472:368,559
00:04:473:372,569
00:04:474:376,590
00:04:475:376,614
00:04:476:376,599
00:04:477:376,580
00:04:478:376,550
00:04:479:376,543
00:04:480:376,542
00:04:481:380,539
00:04:482:384,543
00:04:483:384,550
00:04:484:384,547
00:04:485:384,563
00:04:486:384,585
00:04:487:388,565
00:04:488:392,579
00:04:489:396,547
00:04:490:400,541
00:04:491:404,563
00:04:492:404,547
00:04:493:404,574
00:04:494:408,585
00:04:495:412,551
00:04:496:416,583
00:04:497:420,604
00:04:498:420,594
00:04:499:424,595
00:04:500:428,543
00:04:501:432,543
00:04:502:436,540
00:04:503:436,539
00:04:504:436,541
00:04:505:440,563
00:04:506:444,548
00:04:507:444,589
00:04:508:448,587
00:04:509:452,574
00:04:510:452,549
00:04:511:452,551
00:04:512:452,548
00:04:513:456,565
00:04:514:460,547
00:04:515:464,547
00:04:516:468,581
00:04:517:472,560
00:04:518:476,615
00:04:519:480,605
00:04:520:484,565
00:04:521:488,552
00:04:522:492,537
00:04:523:496,542
00:04:524:500,551
00:04:525:504,541
00:04:526:508,545
00:04:527:512,555
00:04:528:516,551
00:04:529:520,569
00:04:530:524,573
00:04:531:528,582
00:04:532:532,586
00:04:533:536,568
00:04:534:540,557
00:04:535:540,551
00:04:536:540,556
00:04:537:540,569
00:04:538:544,577
00:04:539:548,551
00:04:540:552,614
00:04:541:552,583
00:04:542:556,566
00:04:543:560,550
00:04:544:564,540
00:04:545:564,545
00:04:546:568,563
00:04:547:572,538
00:04:548:576,575
00:04:549:580,553
00:04:550:580,561
00:04:551:584,637
00:04:552:588,553
00:04:553:592,600
00:04:554:596,593
00:04:555:600,557
00:04:556:604,543
00:04:557:604,543
00:04:558:608,540
00:04:559:612,567
00:04:560:616,556
00:04:561:620,563
00:04:562:632,600
00:04:563:636,557
00:04:564:640,575
00:04:565:640,551
00:04:566:644,547
00:04:567:648,545
00:04:568:652,540
00:04:569:652,540
00:04:570:652,561
00:04:571:652,581
00:04:572:656,590
00:04:573:660,624
00:04:574:664,572
00:04:575:668,588
00:04:576:672,556
00:04:577:676,565
00:04:578:680,546
00:04:579:684,539
00:04:580:688,543
00:04:581:692,547
00:04:582:696,545
00:04:583:700,568
00:04:584:704,611
00:04:585:708,556
00:04:586:712,575
00:04:587:712,551
00:04:588:712,547
00:04:589:716,556
00:04:590:716,543
00:04:591:720,557
00:04:592:724,545
00:04:593:724,565
00:04:594:728,575
00:04:595:728,613
00:04:596:732,588
00:04:597:736,588
00:04:598:740,534
00:04:599:744,537
00:04:600:748,551
00:04:601:752,539
00:04:602:756,540
00:04:603:760,561
00:04:604:760,548
00:04:605:764,578
00:04:606:768,581
00:04:607:772,543
00:04:608:776,552
00:04:609:780,543
00:04:610:784,543
00:04:611:788,586
00:04:612:788,563
00:04:613:792,575
00:04:614:792,569
00:04:615:796,571
00:04:616:800,609
00:04:617:804,608
00:04:618:804,606
00:04:619:808,574
00:04:620:808,550
00:04:621:808,553
00:04:622:812,546
00:04:623:816,548
00:04:624:820,542
00:04:625:824,547
00:04:626:828,550
00:04:627:832,563
00:04:628:836,583
00:04:629:840,591
00:04:630:844,556
00:04:631:848,551
00:04:632:852,542
00:04:633:852,572
00:04:634:856,542
00:04:635:856,558
00:04:636:860,578
00:04:637:864,583
00:04:638:868,608
00:04:639:872,591
00:04:640:872,553
00:04:641:876,541
00:04:642:880,542
00:04:643:880,551
00:04:644:884,545
00:04:645:884,541
00:04:646:884,547
00:04:647:884,557
00:04:648:888,551
00:04:649:892,568
00:04:650:892,593
00:04:651:892,565
00:04:652:896,541
00:04:653:900,562
00:04:654:904,553
00:04:655:908,552
00:04:656:912,547
00:04:657:916,578
00:04:658:920,575
00:04:659:924,585
00:04:660:924,600
00:04:661:928,565
00:04:662:932,580
00:04:663:936,547
00:04:664:940,542
00:04:665:944,542
00:04:666:948,541
00:04:667:952,545
00:04:668:952,565
00:04:669:956,575
00:04:670:960,574
00:04:671:960,609
00:04:672:964,568
00:04:673:968,575
00:04:674:972,545
00:04:675:976,581
00:04:676:980,571
00:04:677:984,551
00:04:678:988,543
00:04:679:988,551
00:04:680:992,555
00:04:681:996,551
00:04:683:000,600
00:04:684:000,563
00:04:685:004,560
00:04:686:008,572
00:04:687:012,538
00:04:688:016,534
00:04:689:016,542
00:04:690:020,547
00:04:691:024,569
00:04:692:024,574
00:04:693:028,604
00:04:694:032,606
00:04:695:036,588
00:04:696:036,615
00:04:697:040,566
00:04:698:044,551
00:04:699:044,553
00:04:700:048,537
00:04:701:052,536
00:04:702:056,559
00:04:703:060,553
00:04:704:064,580
00:04:705:068,594
00:04:706:072,585
00:04:707:072,564
00:04:708:072,550
00:04:709:072,547
00:04:710:072,566
00:04:711:076,551
00:04:712:076,549
00:04:713:080,581
00:04:714:084,563
00:04:715:084,612
00:04:716:084,580
00:04:717:088,575
00:04:718:092,569
00:04:719:096,571
00:04:720:100,548
00:04:721:100,545
00:04:722:104,540
00:04:723:108,541
00:04:724:112,548
00:04:725:116,543
00:04:726:120,583
00:04:727:124,586
00:04:728:124,583
00:04:729:128,556
00:04:730:132,587
00:04:731:136,549
00:04:732:136,543
00:04:733:140,533
00:04:734:144,573
00:04:735:148,587
00:04:736:148,574
00:04:737:148,615
00:04:738:152,559
00:04:739:156,573
00:04:740:160,549
00:04:741:160,569
00:04:742:164,555
00:04:743:168,547
00:04:744:172,537
00:04:745:172,553
00:04:746:176,541
00:04:747:180,557
00:04:748:184,608
00:04:749:188,569
00:04:750:188,588
00:04:751:192,580
00:04:752:196,579
00:04:753:200,549
00:04:754:204,553
00:04:755:204,548
00:04:756:208,550
00:04:757:212,569
00:04:758:212,583
00:04:759:216,613
00:04:760:220,578
00:04:761:224,616
00:04:762:228,551
00:04:763:232,542
00:04:764:232,542
00:04:765:236,553
00:04:766:236,547
00:04:767:240,539
00:04:768:240,543
00:04:769:244,551
00:04:770:248,607
00:04:771:248,555
00:04:772:252,568
00:04:773:252,577
00:04:774:256,585
00:04:775:260,569
00:04:776:264,553
00:04:777:268,555
00:04:778:272,560
00:04:779:276,569
00:04:780:280,572
00:04:781:280,572
00:04:782:280,578
00:04:783:280,560
00:04:784:284,571
00:04:785:288,542
00:04:786:292,543
00:04:787:292,548
00:04:788:292,537
00:04:789:292,560
00:04:790:292,568
00:04:791:296,583
00:04:792:300,611
00:04:793:304,572
00:04:794:308,588
00:04:795:312,551
00:04:796:316,547
00:04:797:316,575
00:04:798:320,541
00:04:799:324,551
00:04:800:328,560
00:04:801:328,546
00:04:802:328,551
00:04:803:332,594
00:04:804:336,555
00:04:805:340,566
00:04:806:344,543
00:04:807:348,536
00:04:808:352,554
00:04:809:352,556
00:04:810:356,553
00:04:811:356,558
00:04:812:360,550
00:04:813:364,605
00:04:814:368,617
00:04:815:368,606
00:04:816:368,595
00:04:817:368,550
00:04:818:368,547
00:04:819:372,567
00:04:820:376,539
00:04:821:376,538
00:04:822:376,550
00:04:823:380,543
00:04:824:384,611
00:04:825:388,591
00:04:826:392,573
00:04:827:396,550
00:04:828:400,534
00:04:829:404,561
00:04:830:404,540
00:04:831:404,561
00:04:832:408,570
00:04:833:412,591
00:04:834:416,555
00:04:835:416,607
00:04:836:420,607
00:04:837:424,578
00:04:838:424,537
00:04:839:428,536
00:04:840:432,540
00:04:841:436,549
00:04:842:440,543
00:04:843:444,536
00:04:844:448,547
00:04:845:452,537
00:04:846:456,603
00:04:847:460,573
00:04:848:464,561
00:04:849:464,543
00:04:850:468,575
00:04:851:472,540
00:04:852:472,549
00:04:853:476,566
00:04:854:480,590
00:04:855:480,560
00:04:856:484,583
00:04:857:484,643
00:04:858:488,558
00:04:859:492,598
00:04:860:496,575
00:04:861:500,542
00:04:862:504,543
00:04:863:504,550
00:04:864:508,550
00:04:865:512,545
00:04:866:512,560
00:04:867:516,565
00:04:868:520,601
00:04:869:524,561
00:04:870:528,591
00:04:871:532,568
00:04:872:532,553
00:04:873:536,560
00:04:874:540,545
00:04:875:544,556
00:04:876:544,578
00:04:877:548,555
00:04:878:548,573
00:04:879:552,610
00:04:880:556,569
00:04:881:560,578
00:04:882:560,540
00:04:883:564,547
00:04:884:568,539
00:04:885:572,550
00:04:886:572,538
00:04:887:576,553
00:04:888:580,556
00:04:889:580,557
00:04:890:584,561
00:04:891:588,564
00:04:892:592,580
00:04:893:592,547
00:04:894:596,545
00:04:895:596,582
00:04:896:600,563
00:04:897:604,547
00:04:898:604,555
00:04:899:608,557
00:04:900:608,563
00:04:901:612,587
00:04:902:612,569
00:04:903:612,566
00:04:904:612,542
00:04:905:612,542
00:04:906:612,563
00:04:907:616,539
00:04:908:616,540
00:04:909:616,562
00:04:910:616,560
00:04:911:616,593
00:04:912:616,616
00:04:913:620,600
00:04:914:624,563
00:04:915:628,551
00:04:916:632,543
00:04:917:636,593
00:04:918:640,550
00:04:919:644,560
00:04:920:648,562
00:04:921:652,561
00:04:922:656,598
00:04:923:660,587
00:04:924:664,553
00:04:925:668,553
00:04:926:668,553
00:04:927:672,563
00:04:928:676,577
00:04:929:676,553
00:04:930:680,575
00:04:931:680,563
00:04:932:684,587
00:04:933:688,597
00:04:934:692,610
00:04:935:696,598
00:04:936:700,557
00:04:937:704,582
00:04:938:708,543
00:04:939:712,555
00:04:940:716,543
00:04:941:720,540
00:04:942:724,546
00:04:943:728,543
00:04:944:728,566
00:04:945:728,555
00:04:946:728,554
00:04:947:732,548
00:04:948:736,556
00:04:949:740,545
00:04:950:744,546
00:04:951:748,544
00:04:952:748,568
00:04:953:752,580
00:04:954:756,560
00:04:955:756,622
00:04:956:756,563
00:04:957:760,594
00:04:958:764,561
00:04:959:768,536
00:04:960:772,534
00:04:961:772,543
00:04:962:776,542
00:04:963:780,542
00:04:964:784,541
00:04:965:788,546
00:04:966:792,596
00:04:967:796,586
00:04:968:800,605
00:04:969:804,558
00:04:970:808,550
00:04:971:812,537
00:04:972:816,542
00:04:973:820,553
00:04:974:824,563
00:04:975:828,575
00:04:976:832,555
00:04:977:836,612
00:04:978:840,551
00:04:979:844,606
00:04:980:848,555
00:04:981:848,571
00:04:982:848,553
00:04:983:848,538
00:04:984:852,544
00:04:985:852,543
00:04:986:856,549
00:04:987:856,547
00:04:988:860,582
00:04:989:864,562
00:04:990:868,588
00:04:991:868,548
00:04:992:872,550
00:04:993:876,558
00:04:994:880,545
00:04:995:884,553
00:04:996:888,574
00:04:997:888,568
00:04:998:888,607
00:04:999:888,601
00:05:000:900,561
00:05:001:904,563
00:05:002:904,541
00:05:003:908,543
00:05:004:912,540
00:05:005:912,550
00:05:006:916,540
00:05:007:920,536
00:05:008:924,543
00:05:009:928,567
00:05:010:932,619
00:05:011:936,558
00:05:012:940,591
00:05:013:940,553
00:05:014:944,556
00:05:015:948,598
00:05:016:952,556
00:05:017:952,546
00:05:018:956,545
00:05:019:960,553
00:05:020:964,608
00:05:021:968,575
00:05:022:972,557
00:05:023:972,543
00:05:024:976,539
00:05:025:980,551
00:05:026:984,554
00:05:027:984,536
00:05:028:988,542
00:05:029:992,553
00:05:030:996,557
00:05:032:000,595
00:05:033:004,579
00:05:034:008,583
00:05:035:012,586
00:05:036:016,554
00:05:037:020,541
00:05:038:024,582
00:05:039:028,568
00:05:040:032,553
00:05:041:036,539
00:05:042:040,545
00:05:043:040,612
00:05:044:044,581
00:05:045:048,552
00:05:046:052,549
00:05:047:056,556
00:05:048:060,543
00:05:049:064,547
00:05:050:064,545
00:05:051:076,553
00:05:052:080,573
00:05:053:080,568
00:05:054:084,643
00:05:055:088,568
00:05:056:088,586
00:05:057:092,542
00:05:058:096,565
00:05:059:100,543
00:05:060:104,551
00:05:061:104,546
00:05:062:108,549
00:05:063:112,550
00:05:064:112,537
00:05:065:116,582
00:05:066:120,558
00:05:067:120,601
00:05:068:124,551
00:05:069:128,551
00:05:070:128,545
00:05:071:132,542
00:05:072:136,546
00:05:073:140,591
00:05:074:140,575
00:05:075:144,590
00:05:076:144,643
00:05:077:144,601
00:05:078:144,568
00:05:079:144,543
00:05:080:144,540
00:05:081:148,553
00:05:082:148,543
00:05:083:152,546
00:05:084:156,545
00:05:085:156,544
00:05:086:156,551
00:05:087:160,574
00:05:088:160,580
00:05:089:160,569
00:05:090:164,551
00:05:091:164,548
00:05:092:168,547
00:05:093:168,543
00:05:094:172,551
00:05:095:176,592
00:05:096:176,577
00:05:097:176,598
00:05:098:184,619
00:05:099:188,571
00:05:100:192,562
00:05:101:192,551
00:05:102:192,542
00:05:103:196,553
00:05:104:200,540
00:05:105:200,537
00:05:106:204,543
00:05:107:204,540
00:05:108:208,551
00:05:109:212,566
00:05:110:212,555
00:05:111:216,570
00:05:112:220,554
00:05:113:224,551
00:05:114:224,583
00:05:115:228,558
00:05:116:232,567
00:05:117:236,583
00:05:118:240,547
00:05:119:244,585
00:05:120:248,598
00:05:121:252,566
00:05:122:252,545
00:05:123:256,539
00:05:124:260,538
00:05:125:260,568
00:05:126:264,536
00:05:127:268,546
00:05:128:272,564
00:05:129:276,543
00:05:130:280,623
00:05:131:284,614
00:05:132:284,563
00:05:133:284,568
00:05:134:288,561
00:05:135:292,542
00:05:136:296,569
00:05:137:300,572
00:05:138:304,549
00:05:139:304,556
00:05:140:308,563
00:05:141:308,574
00:05:142:308,568
00:05:143:312,569
00:05:144:316,539
00:05:145:320,549
00:05:146:324,545
00:05:147:328,547
00:05:148:328,536
00:05:149:332,565
00:05:150:336,575
00:05:151:340,555
00:05:152:344,625
00:05:153:348,571
00:05:154:348,597
00:05:155:352,550
00:05:156:352,553
00:05:157:356,542
00:05:158:356,560
00:05:159:360,551
00:05:160:360,568
00:05:161:364,546
00:05:162:368,546
00:05:163:372,607
00:05:164:376,560
00:05:165:380,559
00:05:166:384,551
00:05:167:388,555
00:05:168:392,540
00:05:169:396,543
00:05:170:400,548
00:05:171:400,556
00:05:172:400,572
00:05:173:404,581
00:05:174:408,597
00:05:175:412,573
00:05:176:416,587
00:05:177:420,579
00:05:178:424,560
00:05:179:428,543
00:05:180:432,544
00:05:181:436,545
00:05:182:440,540
00:05:183:444,545
00:05:184:448,561
00:05:185:452,573
00:05:186:456,563
00:05:187:456,555
00:05:188:456,547
00:05:189:460,551
00:05:190:464,550
00:05:191:468,543
00:05:192:472,549
00:05:193:476,588
00:05:194:480,563
00:05:195:484,599
00:05:196:488,629
00:05:197:488,602
00:05:198:492,559
00:05:199:496,541
00:05:200:500,539
00:05:201:504,537
00:05:202:508,539
00:05:203:508,540
00:05:204:512,541
00:05:205:516,543
00:05:206:516,555
00:05:207:520,572
00:05:208:520,568
00:05:209:524,571
00:05:210:528,560
00:05:211:532,547
00:05:212:536,591
00:05:213:540,543
00:05:214:544,553
00:05:215:548,591
00:05:216:548,569
00:05:217:552,611
00:05:218:556,608
00:05:219:560,575
00:05:220:564,551
00:05:221:564,544
00:05:222:564,561
00:05:223:568,542
00:05:224:568,543
00:05:225:572,544
00:05:226:572,548
00:05:227:572,554
00:05:228:576,623
00:05:229:576,595
00:05:230:576,560
00:05:231:576,563
00:05:232:580,551
00:05:233:584,541
00:05:234:588,570
00:05:235:592,550
00:05:236:596,552
00:05:237:596,568
00:05:238:600,557
00:05:239:604,574
00:05:240:604,572
00:05:241:608,563
00:05:242:612,545
00:05:243:616,543
00:05:244:616,551
00:05:245:620,543
00:05:246:624,540
00:05:247:624,543
00:05:248:624,572
00:05:249:624,555
00:05:250:628,615
00:05:251:632,568
00:05:252:636,603
00:05:253:636,555
00:05:254:640,571
00:05:255:644,574
00:05:256:644,547
00:05:257:648,551
00:05:258:652,553
00:05:259:652,558
00:05:260:656,547
00:05:261:660,615
00:05:262:664,554
00:05:263:668,565
00:05:264:672,569
00:05:265:672,555
00:05:266:676,533
00:05:267:680,543
00:05:268:680,545
00:05:269:680,560
00:05:270:684,575
00:05:271:688,575
00:05:272:688,614
00:05:273:692,577
00:05:274:696,587
00:05:275:700,561
00:05:276:704,551
00:05:277:704,539
00:05:278:708,541
00:05:279:712,545
00:05:280:716,569
00:05:281:720,547
00:05:282:720,565
00:05:283:724,588
00:05:284:728,551
00:05:285:728,561
00:05:286:732,549
