Elapsed time,EMG
00:11:349:920,551
00:11:350:924,554
00:11:351:928,541
00:11:352:932,568
00:11:353:932,544
00:11:354:936,551
00:11:355:940,550
00:11:356:944,553
00:11:357:948,589
00:11:358:948,578
00:11:359:948,553
00:11:360:952,564
00:11:361:956,537
00:11:362:960,539
00:11:363:964,547
00:11:364:968,539
00:11:365:972,563
00:11:366:972,575
00:11:367:972,564
00:11:368:972,609
00:11:369:976,569
00:11:370:980,607
00:11:371:984,579
00:11:372:988,583
00:11:373:992,551
00:11:374:996,540
00:11:376:000,545
00:11:377:000,537
00:11:378:000,543
00:11:379:000,537
00:11:380:000,597
00:11:381:004,560
00:11:382:004,598
00:11:383:008,556
00:11:384:012,558
00:11:385:016,543
00:11:386:016,546
00:11:387:016,543
00:11:388:020,577
00:11:389:024,579
00:11:390:028,575
00:11:391:032,597
00:11:392:036,555
00:11:393:036,595
00:11:394:040,559
00:11:395:044,562
00:11:396:048,541
00:11:397:048,543
00:11:398:048,540
00:11:399:052,554
00:11:400:052,546
00:11:401:052,555
00:11:402:056,596
00:11:403:060,572
00:11:404:064,575
00:11:405:068,545
00:11:406:072,554
00:11:407:076,546
00:11:408:080,542
00:11:409:080,566
00:11:410:084,575
00:11:411:084,562
00:11:412:088,595
00:11:413:092,598
00:11:414:096,558
00:11:415:100,575
00:11:416:104,545
00:11:417:108,550
00:11:418:112,545
00:11:419:116,549
00:11:420:120,543
00:11:421:124,543
00:11:422:128,549
00:11:423:132,552
00:11:424:136,568
00:11:425:140,575
00:11:426:144,574
00:11:427:148,557
00:11:428:152,543
00:11:429:152,563
00:11:430:156,550
00:11:431:160,565
00:11:432:164,579
00:11:433:168,558
00:11:434:172,591
00:11:435:176,603
00:11:436:176,568
00:11:437:176,548
00:11:438:180,542
00:11:439:184,551
00:11:440:188,555
00:11:441:192,540
00:11:442:196,535
00:11:443:196,577
00:11:444:200,565
00:11:445:204,608
00:11:446:208,611
00:11:447:212,560
00:11:448:216,563
00:11:449:220,569
00:11:450:220,540
00:11:451:224,557
00:11:452:228,548
00:11:453:232,550
00:11:454:232,566
00:11:455:236,551
00:11:456:240,595
00:11:457:244,563
00:11:458:244,556
00:11:459:244,540
00:11:460:248,550
00:11:461:252,545
00:11:462:252,550
00:11:463:252,536
00:11:464:256,569
00:11:465:256,563
00:11:466:260,575
00:11:467:264,614
00:11:468:268,575
00:11:469:272,600
00:11:470:276,564
00:11:471:280,584
00:11:472:284,555
00:11:473:288,548
00:11:474:292,543
00:11:475:296,551
00:11:476:296,559
00:11:477:300,559
00:11:478:304,598
00:11:479:308,548
00:11:480:308,558
00:11:481:312,551
00:11:482:316,559
00:11:483:316,539
00:11:484:320,537
00:11:485:324,539
00:11:486:324,553
00:11:487:324,569
00:11:488:328,572
00:11:489:332,604
00:11:490:336,575
00:11:491:336,588
00:11:492:340,559
00:11:493:340,551
00:11:494:344,550
00:11:495:348,543
00:11:496:352,543
00:11:497:356,547
00:11:498:360,559
00:11:499:364,561
00:11:500:368,577
00:11:501:372,551
00:11:502:376,586
00:11:503:380,547
00:11:504:384,555
00:11:505:388,543
00:11:506:388,545
00:11:507:396,556
00:11:508:396,552
00:11:509:400,567
00:11:510:404,564
00:11:511:408,614
00:11:512:412,608
00:11:513:412,602
00:11:514:412,542
00:11:515:416,547
00:11:516:420,551
00:11:517:424,543
00:11:518:428,541
00:11:519:432,543
00:11:520:436,542
00:11:521:440,553
00:11:522:444,606
00:11:523:448,578
00:11:524:448,589
00:11:525:452,543
00:11:526:456,547
00:11:527:460,578
00:11:528:464,549
00:11:529:468,557
00:11:530:472,583
00:11:531:476,549
00:11:532:480,604
00:11:533:484,620
00:11:534:484,598
00:11:535:484,557
00:11:536:488,547
00:11:537:492,551
00:11:538:496,550
00:11:539:496,543
00:11:540:500,547
00:11:541:504,546
00:11:542:504,545
00:11:543:508,611
00:11:544:512,617
00:11:545:512,593
00:11:546:516,559
00:11:547:520,556
00:11:548:520,553
00:11:549:524,565
00:11:550:524,545
00:11:551:528,556
00:11:552:532,572
00:11:553:536,551
00:11:554:536,574
00:11:555:536,585
00:11:556:548,569
00:11:557:548,547
00:11:558:548,545
00:11:559:552,547
00:11:560:552,542
00:11:561:552,537
00:11:562:556,536
00:11:563:560,555
00:11:564:564,563
00:11:565:568,604
00:11:566:572,593
00:11:567:576,593
00:11:568:580,556
00:11:569:584,562
00:11:570:588,564
00:11:571:588,547
00:11:572:588,563
00:11:573:592,561
00:11:574:596,551
00:11:575:600,547
00:11:576:604,608
00:11:577:608,553
00:11:578:612,567
00:11:579:616,551
00:11:580:620,547
00:11:581:624,534
00:11:582:628,540
00:11:583:632,546
00:11:584:636,560
00:11:585:636,573
00:11:586:640,568
00:11:587:644,589
00:11:588:648,575
00:11:589:652,610
00:11:590:656,588
00:11:591:660,551
00:11:592:664,551
00:11:593:668,547
00:11:594:672,543
00:11:595:676,536
00:11:596:676,542
00:11:597:680,555
00:11:598:684,585
00:11:599:688,547
00:11:600:692,553
00:11:601:692,538
00:11:602:696,537
00:11:603:700,540
00:11:604:704,543
00:11:605:704,549
00:11:606:708,557
00:11:607:712,560
00:11:608:712,574
00:11:609:712,615
00:11:610:716,574
00:11:611:716,598
00:11:612:720,545
00:11:613:720,551
00:11:614:724,554
00:11:615:728,542
00:11:616:732,534
00:11:617:732,542
00:11:618:736,540
00:11:619:740,558
00:11:620:744,574
00:11:621:744,573
00:11:622:744,587
00:11:623:744,556
00:11:624:748,553
00:11:625:752,562
00:11:626:756,556
00:11:627:760,551
00:11:628:760,580
00:11:629:764,563
00:11:630:764,603
00:11:631:768,620
00:11:632:772,603
00:11:633:772,560
00:11:634:776,535
00:11:635:776,539
00:11:636:780,566
00:11:637:780,545
00:11:638:784,541
00:11:639:788,562
00:11:640:792,546
00:11:641:792,596
00:11:642:796,567
00:11:643:800,568
00:11:644:800,577
00:11:645:804,546
00:11:646:808,539
00:11:647:808,553
00:11:648:812,563
00:11:649:812,559
00:11:650:816,589
00:11:651:820,575
00:11:652:820,615
00:11:653:828,608
00:11:654:832,587
00:11:655:832,555
00:11:656:836,547
00:11:657:840,548
00:11:658:840,567
00:11:659:844,541
00:11:660:844,535
00:11:661:848,548
00:11:662:852,564
00:11:663:852,623
00:11:664:856,589
00:11:665:860,557
00:11:666:864,547
00:11:667:868,569
00:11:668:872,537
00:11:669:876,548
00:11:670:880,559
00:11:671:884,573
00:11:672:888,571
00:11:673:892,570
00:11:674:892,597
00:11:675:896,574
00:11:676:896,573
00:11:677:900,554
00:11:678:904,550
00:11:679:908,547
00:11:680:912,561
00:11:681:912,545
00:11:682:916,548
00:11:683:920,559
00:11:684:924,553
00:11:685:924,608
00:11:686:924,595
00:11:687:928,583
00:11:688:928,568
00:11:689:928,571
00:11:690:932,577
00:11:691:936,560
00:11:692:936,548
00:11:693:940,588
00:11:694:940,551
00:11:695:940,545
00:11:696:944,560
00:11:697:948,548
00:11:698:952,559
00:11:699:952,553
00:11:700:956,539
00:11:701:956,536
00:11:702:956,542
00:11:703:960,553
00:11:704:964,563
00:11:705:968,553
00:11:706:968,562
00:11:707:972,606
00:11:708:972,581
00:11:709:972,580
00:11:710:976,551
00:11:711:976,551
00:11:712:980,547
00:11:713:984,542
00:11:714:988,551
00:11:715:992,568
00:11:716:996,553
00:11:718:000,571
00:11:719:004,590
00:11:720:008,551
00:11:721:012,562
00:11:722:016,539
00:11:723:020,545
00:11:724:024,563
00:11:725:028,536
00:11:726:032,566
00:11:727:036,560
00:11:728:040,560
00:11:729:040,580
00:11:730:040,572
00:11:731:044,586
00:11:732:048,583
00:11:733:048,542
00:11:734:052,543
00:11:735:056,565
00:11:736:060,541
00:11:737:064,549
00:11:738:068,545
00:11:739:072,538
00:11:740:076,560
00:11:741:080,602
00:11:742:080,575
00:11:743:080,571
00:11:744:080,543
00:11:745:084,540
00:11:746:088,556
00:11:747:092,553
00:11:748:096,560
00:11:749:100,565
00:11:750:100,575
00:11:751:108,621
00:11:752:108,620
00:11:753:112,553
00:11:754:116,556
00:11:755:116,545
00:11:756:120,547
00:11:757:124,558
00:11:758:124,543
00:11:759:128,540
00:11:760:132,558
00:11:761:136,547
00:11:762:136,567
00:11:763:140,568
00:11:764:144,571
00:11:765:148,563
00:11:766:152,575
00:11:767:156,546
00:11:768:156,557
00:11:769:160,546
00:11:770:164,572
00:11:771:168,583
00:11:772:168,578
00:11:773:172,619
00:11:774:176,582
00:11:775:176,568
00:11:776:180,549
00:11:777:184,549
00:11:778:188,543
00:11:779:188,545
00:11:780:192,550
00:11:781:196,553
00:11:782:196,547
00:11:783:196,572
00:11:784:196,588
00:11:785:196,555
00:11:786:196,615
00:11:787:200,583
00:11:788:204,570
00:11:789:208,543
00:11:790:212,542
00:11:791:212,543
00:11:792:216,573
00:11:793:220,550
00:11:794:224,571
00:11:795:224,604
00:11:796:228,562
00:11:797:232,577
00:11:798:236,549
00:11:799:236,539
00:11:800:240,534
00:11:801:240,542
00:11:802:244,537
00:11:803:248,562
00:11:804:248,563
00:11:805:252,561
00:11:806:256,609
00:11:807:256,595
00:11:808:260,571
00:11:809:264,562
00:11:810:264,564
00:11:811:264,555
00:11:812:268,545
00:11:813:268,543
00:11:814:268,554
00:11:815:268,556
00:11:816:268,554
00:11:817:268,600
00:11:818:268,554
00:11:819:272,590
00:11:820:276,547
00:11:821:280,545
00:11:822:284,540
00:11:823:288,536
00:11:824:292,540
00:11:825:292,580
00:11:826:292,569
00:11:827:296,579
00:11:828:300,611
00:11:829:304,593
00:11:830:308,593
00:11:831:312,556
00:11:832:316,551
00:11:833:320,556
00:11:834:324,542
00:11:835:328,553
00:11:836:332,563
00:11:837:336,551
00:11:838:340,574
00:11:839:344,582
00:11:840:348,547
00:11:841:352,555
00:11:842:356,534
00:11:843:356,545
00:11:844:360,579
00:11:845:364,540
00:11:846:368,551
00:11:847:368,583
00:11:848:368,558
00:11:849:372,617
00:11:850:376,635
00:11:851:376,575
00:11:852:380,568
00:11:853:384,565
00:11:854:388,543
00:11:855:392,558
00:11:856:396,543
00:11:857:400,540
00:11:858:400,563
00:11:859:400,543
00:11:860:400,589
00:11:861:404,583
00:11:862:404,559
00:11:863:408,549
00:11:864:412,541
00:11:865:412,543
00:11:866:412,560
00:11:867:416,557
00:11:868:420,560
00:11:869:424,579
00:11:870:428,566
00:11:871:432,618
00:11:872:432,569
00:11:873:436,555
00:11:874:440,564
00:11:875:440,545
00:11:876:444,545
00:11:877:448,547
00:11:878:452,537
00:11:879:456,547
00:11:880:460,546
00:11:881:464,550
00:11:882:468,596
00:11:883:472,563
00:11:884:476,571
00:11:885:476,582
00:11:886:480,564
00:11:887:484,551
00:11:888:484,542
00:11:889:488,547
00:11:890:492,583
00:11:891:496,551
00:11:892:496,583
00:11:893:500,610
00:11:894:504,566
00:11:895:508,606
00:11:896:508,551
00:11:897:512,545
00:11:898:512,541
00:11:899:516,544
00:11:900:520,542
00:11:901:524,558
00:11:902:524,547
00:11:903:528,551
00:11:904:532,590
00:11:905:536,558
00:11:906:540,609
00:11:907:544,562
00:11:908:548,579
00:11:909:548,559
00:11:910:552,559
00:11:911:556,543
00:11:912:560,551
00:11:913:564,562
00:11:914:568,556
00:11:915:572,607
00:11:916:572,575
00:11:917:576,568
00:11:918:580,545
00:11:919:584,545
00:11:920:588,537
00:11:921:592,542
00:11:922:596,537
00:11:923:600,562
00:11:924:600,551
00:11:925:600,592
00:11:926:604,617
00:11:927:608,558
00:11:928:612,600
00:11:929:616,543
00:11:930:616,571
00:11:931:620,553
00:11:932:624,547
00:11:933:624,549
00:11:934:628,557
00:11:935:632,546
00:11:936:636,555
00:11:937:636,605
00:11:938:640,563
00:11:939:640,563
00:11:940:644,541
00:11:941:644,550
00:11:942:648,547
00:11:943:652,542
00:11:944:656,543
00:11:945:668,572
00:11:946:672,551
00:11:947:672,615
00:11:948:676,615
00:11:949:676,598
00:11:950:680,591
00:11:951:684,547
00:11:952:684,546
00:11:953:688,556
00:11:954:692,542
00:11:955:696,537
00:11:956:696,547
00:11:957:700,551
00:11:958:704,600
00:11:959:708,560
00:11:960:712,548
00:11:961:712,543
00:11:962:712,548
00:11:963:716,540
00:11:964:716,572
00:11:965:720,551
00:11:966:720,555
00:11:967:720,569
00:11:968:724,565
00:11:969:728,582
00:11:970:732,565
00:11:971:736,585
00:11:972:736,553
00:11:973:736,568
00:11:974:740,540
00:11:975:744,549
00:11:976:748,538
00:11:977:748,543
00:11:978:752,553
00:11:979:756,553
00:11:980:756,598
00:11:981:760,553
00:11:982:764,581
00:11:983:768,561
00:11:984:768,553
00:11:985:772,543
00:11:986:776,547
00:11:987:780,561
00:11:988:784,577
00:11:989:784,574
00:11:990:784,569
00:11:991:784,633
00:11:992:788,556
00:11:993:796,607
00:11:994:796,553
00:11:995:800,568
00:11:996:804,540
00:11:997:804,545
00:11:998:808,541
00:11:999:812,559
00:12:000:812,549
00:12:001:812,559
00:12:002:816,571
00:12:003:820,575
00:12:004:824,586
00:12:005:824,551
00:12:006:824,557
00:12:007:824,557
00:12:008:828,560
00:12:009:832,548
00:12:010:836,564
00:12:011:836,583
00:12:012:840,575
00:12:013:844,601
00:12:014:848,568
00:12:015:852,555
00:12:016:856,538
00:12:017:860,541
00:12:018:864,537
00:12:019:868,542
00:12:020:872,538
00:12:021:872,551
00:12:022:876,555
00:12:023:880,553
00:12:024:884,615
00:12:025:884,567
00:12:026:888,596
00:12:027:892,568
00:12:028:896,550
00:12:029:900,590
00:12:030:900,542
00:12:031:904,555
00:12:032:908,577
00:12:033:912,549
00:12:034:916,561
00:12:035:916,596
00:12:036:920,566
00:12:037:920,583
00:12:038:924,542
00:12:039:924,546
00:12:040:928,540
00:12:041:932,539
00:12:042:932,553
00:12:043:936,563
00:12:044:940,546
00:12:045:944,593
00:12:046:948,596
00:12:047:948,562
00:12:048:952,566
00:12:049:956,561
00:12:050:956,547
00:12:051:960,591
00:12:052:960,542
00:12:053:960,547
00:12:054:964,569
00:12:055:968,565
00:12:056:972,603
00:12:057:972,579
00:12:058:976,560
00:12:059:976,556
00:12:060:980,536
00:12:061:980,540
00:12:062:984,561
00:12:063:988,538
00:12:064:988,565
00:12:065:992,568
00:12:066:992,561
00:12:067:992,610
00:12:068:996,583
00:12:069:996,593
00:12:071:000,545
00:12:072:004,558
00:12:073:004,540
00:12:074:004,560
00:12:075:004,543
00:12:076:008,539
00:12:077:012,547
00:12:078:016,563
00:12:079:016,610
00:12:080:016,557
00:12:081:016,560
00:12:082:020,540
00:12:083:020,565
00:12:084:020,540
00:12:085:024,551
00:12:086:024,556
00:12:087:028,575
00:12:088:032,556
00:12:089:036,568
00:12:090:040,635
00:12:091:044,583
00:12:092:048,611
00:12:093:052,553
00:12:094:052,547
00:12:095:056,536
00:12:096:060,543
00:12:097:064,547
00:12:098:068,543
00:12:099:068,549
00:12:100:068,545
00:12:101:072,611
00:12:102:076,553
00:12:103:080,601
00:12:104:084,558
00:12:105:088,569
00:12:106:092,551
00:12:107:096,560
00:12:108:100,543
00:12:109:100,556
00:12:110:104,561
00:12:111:108,561
00:12:112:112,627
00:12:113:116,577
00:12:114:120,579
00:12:115:120,544
00:12:116:124,538
00:12:117:128,536
00:12:118:132,540
00:12:119:136,541
00:12:120:136,555
00:12:121:140,547
00:12:122:140,551
00:12:123:140,600
00:12:124:144,580
00:12:125:148,588
00:12:126:148,547
00:12:127:152,558
00:12:128:156,563
00:12:129:160,543
00:12:130:160,564
00:12:131:164,563
00:12:132:168,569
00:12:133:172,585
00:12:134:172,608
00:12:135:172,554
00:12:136:176,578
00:12:137:180,551
00:12:138:180,547
00:12:139:180,543
00:12:140:180,548
00:12:141:184,535
00:12:142:188,563
00:12:143:192,550
00:12:144:192,556
00:12:145:192,590
00:12:146:196,585
00:12:147:200,595
00:12:148:204,565
00:12:149:208,550
00:12:150:212,593
00:12:151:212,542
00:12:152:216,560
00:12:153:220,572
00:12:154:224,555
00:12:155:224,590
00:12:156:224,583
00:12:157:228,545
00:12:158:232,550
00:12:159:236,547
00:12:160:236,558
00:12:161:240,561
00:12:162:240,543
00:12:163:240,545
00:12:164:244,562
00:12:165:248,547
00:12:166:252,622
00:12:167:256,615
00:12:168:260,567
00:12:169:264,572
00:12:170:268,574
00:12:171:272,551
00:12:172:276,553
00:12:173:280,548
00:12:174:284,571
00:12:175:288,568
00:12:176:292,549
00:12:177:296,575
00:12:178:296,563
00:12:179:300,560
00:12:180:304,536
00:12:181:308,558
00:12:182:312,542
00:12:183:316,547
00:12:184:316,543
00:12:185:316,560
00:12:186:320,586
00:12:187:332,561
00:12:188:336,612
00:12:189:336,593
00:12:190:336,569
00:12:191:340,561
00:12:192:344,570
00:12:193:348,541
00:12:194:352,546
00:12:195:356,540
00:12:196:360,542
00:12:197:364,551
00:12:198:368,543
00:12:199:372,598
00:12:200:376,549
00:12:201:376,582
00:12:202:376,563
00:12:203:380,557
00:12:204:380,534
00:12:205:384,549
00:12:206:388,547
00:12:207:392,551
00:12:208:396,573
00:12:209:400,553
00:12:210:400,590
00:12:211:400,582
00:12:212:400,606
00:12:213:404,556
00:12:214:408,551
00:12:215:412,533
00:12:216:416,540
00:12:217:420,547
00:12:218:424,539
00:12:219:428,543
00:12:220:428,553
00:12:221:428,559
00:12:222:432,572
00:12:223:436,559
00:12:224:440,550
00:12:225:444,563
00:12:226:448,560
00:12:227:452,547
00:12:228:456,566
00:12:229:460,563
00:12:230:464,555
00:12:231:468,571
00:12:232:472,608
00:12:233:476,566
00:12:234:480,581
00:12:235:484,547
00:12:236:488,545
00:12:237:492,534
00:12:238:496,543
00:12:239:496,542
00:12:240:496,547
00:12:241:500,542
00:12:242:504,569
00:12:243:508,590
00:12:244:512,583
00:12:245:516,599
00:12:246:516,545
00:12:247:520,551
00:12:248:524,601
00:12:249:524,560
00:12:250:528,562
00:12:251:532,575
00:12:252:536,561
00:12:253:536,583
00:12:254:540,615
00:12:255:544,568
00:12:256:548,559
00:12:257:552,536
00:12:258:556,550
00:12:259:560,556
00:12:260:560,542
00:12:261:564,537
00:12:262:568,560
00:12:263:572,551
00:12:264:576,612
00:12:265:576,567
00:12:266:580,573
00:12:267:580,573
00:12:268:584,558
00:12:269:588,541
00:12:270:592,563
00:12:271:592,553
00:12:272:596,553
00:12:273:596,578
00:12:274:600,571
00:12:275:604,595
00:12:276:608,563
00:12:277:608,563
00:12:278:608,551
00:12:279:608,547
00:12:280:608,549
00:12:281:608,540
00:12:282:612,537
00:12:283:616,550
00:12:284:616,568
00:12:285:620,563
00:12:286:624,619
00:12:287:624,606
00:12:288:624,564
00:12:289:628,571
00:12:290:632,591
00:12:291:636,547
00:12:292:636,547
00:12:293:636,552
00:12:294:636,546
00:12:295:636,553
00:12:296:640,543
00:12:297:644,607
00:12:298:648,561
00:12:299:648,566
00:12:300:652,550
00:12:301:656,542
00:12:302:656,541
00:12:303:656,547
00:12:304:660,540
00:12:305:664,549
00:12:306:668,561
00:12:307:668,578
00:12:308:672,619
00:12:309:676,600
00:12:310:680,610
00:12:311:680,561
00:12:312:684,574
00:12:313:684,542
00:12:314:688,539
00:12:315:692,541
00:12:316:696,545
00:12:317:700,548
00:12:318:700,543
00:12:319:704,588
00:12:320:708,547
00:12:321:712,563
00:12:322:716,543
00:12:323:720,562
00:12:324:720,541
00:12:325:724,548
00:12:326:728,560
00:12:327:732,591
00:12:328:736,560
00:12:329:740,575
00:12:330:744,599
00:12:331:748,600
00:12:332:752,590
00:12:333:764,544
00:12:334:768,551
00:12:335:772,536
00:12:336:776,546
00:12:337:780,542
00:12:338:784,543
00:12:339:788,546
00:12:340:792,572
00:12:341:796,572
00:12:342:796,572
00:12:343:796,575
00:12:344:800,540
00:12:345:804,553
00:12:346:808,574
00:12:347:812,556
00:12:348:816,575
00:12:349:816,566
00:12:350:820,572
00:12:351:824,605
00:12:352:828,590
00:12:353:832,558
00:12:354:836,568
00:12:355:840,542
00:12:356:840,550
00:12:357:844,548
00:12:358:848,543
00:12:359:852,542
00:12:360:856,555
00:12:361:860,539
00:12:362:860,598
00:12:363:864,588
00:12:364:868,583
00:12:365:868,561
00:12:366:872,551
00:12:367:876,545
00:12:368:876,588
00:12:369:880,551
00:12:370:880,568
00:12:371:880,579
00:12:372:884,573
00:12:373:884,622
00:12:374:888,606
00:12:375:892,553
00:12:376:892,549
00:12:377:892,540
00:12:378:892,545
00:12:379:896,543
00:12:380:900,538
00:12:381:904,536
00:12:382:904,555
00:12:383:908,548
00:12:384:908,607
00:12:385:912,575
00:12:386:912,587
00:12:387:916,573
00:12:388:916,558
00:12:389:916,560
00:12:390:916,547
00:12:391:916,555
00:12:392:916,569
00:12:393:920,551
00:12:394:924,547
00:12:395:928,595
00:12:396:928,571
00:12:397:932,547
00:12:398:936,543
00:12:399:940,537
00:12:400:940,548
00:12:401:944,547
00:12:402:948,536
00:12:403:952,551
00:12:404:956,572
00:12:405:956,562
00:12:406:960,639
00:12:407:960,557
00:12:408:964,608
00:12:409:964,590
00:12:410:968,570
00:12:411:968,556
00:12:412:972,543
00:12:413:976,546
00:12:414:976,547
00:12:415:980,558
00:12:416:984,546
00:12:417:984,585
00:12:418:988,553
00:12:419:988,597
00:12:420:992,545
00:12:421:992,546
00:12:422:996,537
00:12:424:000,537
00:12:425:000,548
00:12:426:004,568
00:12:427:004,558
00:12:428:008,568
00:12:429:012,603
00:12:430:024,594
00:12:431:024,563
00:12:432:028,561
00:12:433:032,553
00:12:434:032,542
00:12:435:036,540
00:12:436:036,539
00:12:437:040,551
00:12:438:040,542
00:12:439:040,544
00:12:440:044,573
00:12:441:044,551
00:12:442:048,591
00:12:443:052,546
00:12:444:052,547
00:12:445:056,574
00:12:446:056,547
00:12:447:060,565
00:12:448:060,579
00:12:449:060,555
00:12:450:060,571
00:12:451:064,610
00:12:452:064,588
00:12:453:064,563
00:12:454:068,559
00:12:455:072,546
00:12:456:072,547
00:12:457:072,538
00:12:458:076,547
00:12:459:080,547
00:12:460:080,542
00:12:461:080,549
00:12:462:080,602
00:12:463:084,577
00:12:464:084,561
00:12:465:088,556
00:12:466:092,543
00:12:467:092,590
00:12:468:096,564
00:12:469:100,567
00:12:470:104,569
00:12:471:104,568
00:12:472:108,601
00:12:473:108,614
00:12:474:112,595
00:12:475:116,547
00:12:476:116,543
00:12:477:120,547
00:12:478:120,555
00:12:479:120,543
00:12:480:120,547
00:12:481:124,561
00:12:482:128,555
00:12:483:132,605
00:12:484:136,558
00:12:485:140,558
00:12:486:140,558
00:12:487:144,555
00:12:488:148,542
00:12:489:152,567
00:12:490:156,570
00:12:491:160,558
00:12:492:160,574
00:12:493:164,561
00:12:494:168,614
00:12:495:168,577
00:12:496:168,556
00:12:497:172,560
00:12:498:176,547
00:12:499:180,555
00:12:500:184,539
00:12:501:188,550
00:12:502:192,539
00:12:503:192,558
00:12:504:196,551
00:12:505:196,618
00:12:506:200,595
00:12:507:204,567
00:12:508:208,564
00:12:509:212,569
00:12:510:216,568
00:12:511:220,549
00:12:512:224,543
00:12:513:224,568
00:12:514:228,547
00:12:515:232,547
00:12:516:232,614
00:12:517:236,550
00:12:518:236,572
00:12:519:236,553
00:12:520:236,547
00:12:521:240,539
00:12:522:244,537
00:12:523:244,539
00:12:524:248,548
00:12:525:252,572
00:12:526:252,593
00:12:527:256,613
00:12:528:260,595
00:12:529:264,614
00:12:530:264,562
00:12:531:268,557
00:12:532:272,543
00:12:533:272,542
00:12:534:276,543
00:12:535:280,558
00:12:536:284,544
00:12:537:288,556
00:12:538:292,560
00:12:539:292,561
00:12:540:296,579
00:12:541:300,543
00:12:542:304,550
00:12:543:304,544
00:12:544:308,542
00:12:545:312,545
00:12:546:312,562
00:12:547:316,558
00:12:548:320,570
00:12:549:324,627
00:12:550:324,567
00:12:551:328,602
00:12:552:332,542
00:12:553:332,557
00:12:554:332,545
00:12:555:336,537
00:12:556:336,541
00:12:557:340,546
00:12:558:344,542
00:12:559:344,553
00:12:560:348,593
00:12:561:352,547
00:12:562:356,591
00:12:563:356,540
00:12:564:360,544
00:12:565:360,577
00:12:566:364,543
00:12:567:364,567
00:12:568:368,589
00:12:569:372,583
00:12:570:376,601
00:12:571:380,630
00:12:572:380,559
00:12:573:384,556
00:12:574:384,544
00:12:575:388,543
00:12:576:388,568
00:12:577:392,550
00:12:578:392,540
00:12:579:396,547
00:12:580:400,546
00:12:581:400,587
00:12:582:400,604
00:12:583:400,583
00:12:584:400,547
00:12:585:404,547
00:12:586:408,543
00:12:587:412,563
00:12:588:416,560
00:12:589:420,587
00:12:590:424,587
00:12:591:428,584
00:12:592:432,604
00:12:593:436,588
00:12:594:436,552
00:12:595:440,549
00:12:596:444,537
00:12:597:448,545
00:12:598:448,540
00:12:599:452,547
00:12:600:456,541
00:12:601:456,550
00:12:602:460,550
00:12:603:464,560
00:12:604:468,559
00:12:605:468,561
00:12:606:472,570
00:12:607:472,581
00:12:608:476,546
00:12:609:480,551
00:12:610:480,553
00:12:611:484,558
00:12:612:484,547
00:12:613:488,568
00:12:614:492,603
00:12:615:492,563
00:12:616:492,567
00:12:617:492,545
00:12:618:496,540
00:12:619:500,556
00:12:620:500,540
00:12:621:508,551
00:12:622:508,564
00:12:623:508,551
00:12:624:512,561
00:12:625:516,611
00:12:626:516,591
00:12:627:520,611
00:12:628:524,557
00:12:629:524,572
00:12:630:528,547
00:12:631:528,551
00:12:632:532,553
00:12:633:536,553
00:12:634:536,563
00:12:635:540,549
00:12:636:540,566
00:12:637:544,544
00:12:638:544,568
00:12:639:548,553
00:12:640:552,551
00:12:641:556,549
00:12:642:556,536
00:12:643:556,547
00:12:644:560,569
00:12:645:564,562
00:12:646:568,595
00:12:647:572,617
00:12:648:576,581
00:12:649:576,575
00:12:650:580,547
00:12:651:584,563
00:12:652:588,550
00:12:653:588,549
00:12:654:592,550
00:12:655:596,553
00:12:656:600,556
00:12:657:604,563
00:12:658:608,606
00:12:659:608,551
00:12:660:612,580
00:12:661:616,550
00:12:662:620,547
00:12:663:624,560
00:12:664:624,541
00:12:665:628,547
00:12:666:632,566
00:12:667:636,570
00:12:668:636,583
00:12:669:640,605
00:12:670:644,589
00:12:671:644,591
00:12:672:648,553
00:12:673:648,547
00:12:674:652,555
00:12:675:656,540
00:12:676:660,539
00:12:677:660,551
00:12:678:664,551
00:12:679:668,581
00:12:680:668,589
00:12:681:672,585
00:12:682:672,557
00:12:683:676,542
00:12:684:676,547
00:12:685:680,589
00:12:686:684,543
00:12:687:688,568
00:12:688:692,567
00:12:689:692,559
00:12:690:696,627
00:12:691:700,620
00:12:692:700,569
00:12:693:704,565
00:12:694:708,542
00:12:695:712,536
00:12:696:716,550
00:12:697:716,550
00:12:698:716,536
00:12:699:716,540
00:12:700:720,563
00:12:701:724,581
00:12:702:728,571
00:12:703:728,594
00:12:704:732,546
00:12:705:732,554
00:12:706:736,547
00:12:707:740,571
00:12:708:740,556
00:12:709:740,574
00:12:710:744,575
00:12:711:748,570
00:12:712:752,620
00:12:713:752,591
00:12:714:756,553
00:12:715:756,551
00:12:716:760,543
00:12:717:764,543
00:12:718:764,540
00:12:719:768,553
00:12:720:768,540
00:12:721:772,560
00:12:722:776,547
00:12:723:776,615
00:12:724:780,577
00:12:725:784,583
00:12:726:784,575
00:12:727:788,593
00:12:728:792,541
00:12:729:796,556
00:12:730:796,545
00:12:731:800,583
00:12:732:804,557
00:12:733:808,568
00:12:734:808,607
00:12:735:812,552
00:12:736:812,594
00:12:737:816,551
00:12:738:820,549
00:12:739:824,543
00:12:740:828,542
00:12:741:828,535
00:12:742:832,565
00:12:743:836,559
00:12:744:836,563
00:12:745:840,606
00:12:746:840,588
00:12:747:844,583
00:12:748:844,550
00:12:749:848,575
00:12:750:848,550
